timestamp,maquina_id,topico_uns,turno,pecas_produzidas,pecas_refugadas,consumo_kwh,status
2024-12-15 18:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,0,0,1.944,Parada/Manutencao
2024-12-15 18:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,0,0,2.866,Parada/Manutencao
2024-12-15 19:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,0,0,1.761,Parada/Manutencao
2024-12-15 19:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,0,0,3.466,Parada/Manutencao
2024-12-15 20:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,0,0,1.87,Parada/Manutencao
2024-12-15 20:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,0,0,2.977,Parada/Manutencao
2024-12-15 21:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,0,0,1.7,Parada/Manutencao
2024-12-15 21:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,0,0,2.935,Parada/Manutencao
2024-12-15 22:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,0,0,1.736,Parada/Manutencao
2024-12-15 22:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,0,0,3.473,Parada/Manutencao
2024-12-15 23:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,0,0,1.731,Parada/Manutencao
2024-12-15 23:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,0,0,3.246,Parada/Manutencao
2024-12-16 00:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1035,25,14.717,Operando
2024-12-16 00:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,891,34,14.446,Operando
2024-12-16 01:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1089,27,15.124,Operando
2024-12-16 01:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,892,34,14.392,Operando
2024-12-16 02:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1056,19,14.852,Operando
2024-12-16 02:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,935,26,14.357,Operando
2024-12-16 03:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1029,15,13.939,Operando
2024-12-16 03:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,883,22,14.474,Operando
2024-12-16 04:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1021,11,14.581,Operando
2024-12-16 04:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,830,39,13.52,Operando
2024-12-16 05:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1090,18,14.456,Operando
2024-12-16 05:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,842,17,13.699,Operando
2024-12-16 06:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1161,31,15.32,Operando
2024-12-16 06:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1019,30,15.573,Operando
2024-12-16 07:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1124,23,15.294,Operando
2024-12-16 07:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1018,35,16.152,Operando
2024-12-16 08:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1233,21,16.195,Operando
2024-12-16 08:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,955,36,15.413,Operando
2024-12-16 09:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1187,11,16.024,Operando
2024-12-16 09:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,996,29,15.349,Operando
2024-12-16 10:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1124,27,15.003,Operando
2024-12-16 10:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,996,41,15.669,Operando
2024-12-16 11:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1135,18,15.837,Operando
2024-12-16 11:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,922,31,14.913,Operando
2024-12-16 12:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1147,8,15.614,Operando
2024-12-16 12:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,982,36,15.454,Operando
2024-12-16 13:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1204,25,16.282,Operando
2024-12-16 13:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,931,28,14.908,Operando
2024-12-16 14:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1149,31,15.375,Operando
2024-12-16 14:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,989,31,14.808,Operando
2024-12-16 15:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1192,28,16.273,Operando
2024-12-16 15:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1032,39,15.685,Operando
2024-12-16 16:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1211,18,16.982,Operando
2024-12-16 16:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,939,40,14.571,Operando
2024-12-16 17:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1148,32,16.247,Operando
2024-12-16 17:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,912,38,14.645,Operando
2024-12-16 18:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1208,4,16.379,Operando
2024-12-16 18:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,907,30,14.509,Operando
2024-12-16 19:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,0,0,1.886,Parada/Manutencao
2024-12-16 19:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,995,20,15.278,Operando
2024-12-16 20:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1226,34,16.452,Operando
2024-12-16 20:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,982,40,14.701,Operando
2024-12-16 21:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1161,18,15.446,Operando
2024-12-16 21:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,915,42,14.886,Operando
2024-12-16 22:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1077,5,15.028,Operando
2024-12-16 22:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,897,40,14.245,Operando
2024-12-16 23:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1101,20,15.78,Operando
2024-12-16 23:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,882,18,14.347,Operando
2024-12-17 00:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1031,11,14.922,Operando
2024-12-17 00:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,820,38,13.044,Operando
2024-12-17 01:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1078,24,14.639,Operando
2024-12-17 01:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,839,39,13.369,Operando
2024-12-17 02:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1074,26,14.399,Operando
2024-12-17 02:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,948,24,14.317,Operando
2024-12-17 03:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1080,28,15.384,Operando
2024-12-17 03:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,914,31,14.089,Operando
2024-12-17 04:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1014,14,14.3,Operando
2024-12-17 04:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,920,27,14.955,Operando
2024-12-17 05:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1085,22,15.373,Operando
2024-12-17 05:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,857,37,14.143,Operando
2024-12-17 06:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1210,16,16.893,Operando
2024-12-17 06:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1034,20,16.373,Operando
2024-12-17 07:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1149,4,16.322,Operando
2024-12-17 07:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,968,28,14.975,Operando
2024-12-17 08:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1135,28,15.696,Operando
2024-12-17 08:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,987,32,15.322,Operando
2024-12-17 09:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1196,17,16.653,Operando
2024-12-17 09:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1020,49,15.825,Operando
2024-12-17 10:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1168,3,16.43,Operando
2024-12-17 10:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,888,44,13.994,Operando
2024-12-17 11:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1131,32,15.571,Operando
2024-12-17 11:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,994,22,14.842,Operando
2024-12-17 12:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1146,32,15.188,Operando
2024-12-17 12:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,958,31,14.513,Operando
2024-12-17 13:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1148,7,16.143,Operando
2024-12-17 13:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1000,45,15.586,Operando
2024-12-17 14:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1239,35,16.713,Operando
2024-12-17 14:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1026,43,15.847,Operando
2024-12-17 15:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1134,31,15.602,Operando
2024-12-17 15:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1030,46,16.143,Operando
2024-12-17 16:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1177,15,15.811,Operando
2024-12-17 16:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,903,35,14.092,Operando
2024-12-17 17:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1163,30,15.298,Operando
2024-12-17 17:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,932,45,14.477,Operando
2024-12-17 18:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1164,18,16.485,Operando
2024-12-17 18:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,898,40,14.735,Operando
2024-12-17 19:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1153,9,15.476,Operando
2024-12-17 19:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1061,52,15.983,Operando
2024-12-17 20:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1235,25,17.016,Operando
2024-12-17 20:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1048,36,16.06,Operando
2024-12-17 21:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1228,9,16.192,Operando
2024-12-17 21:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1035,33,15.36,Operando
2024-12-17 22:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1071,15,14.767,Operando
2024-12-17 22:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,906,40,14.519,Operando
2024-12-17 23:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1020,28,14.303,Operando
2024-12-17 23:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,841,35,13.27,Operando
2024-12-18 00:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1084,30,14.616,Operando
2024-12-18 00:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,815,25,13.001,Operando
2024-12-18 01:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1020,15,13.957,Operando
2024-12-18 01:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,865,38,13.727,Operando
2024-12-18 02:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1023,9,14.696,Operando
2024-12-18 02:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,885,42,13.67,Operando
2024-12-18 03:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1090,31,14.466,Operando
2024-12-18 03:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,929,20,14.669,Operando
2024-12-18 04:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1062,13,15.344,Operando
2024-12-18 04:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,954,28,15.169,Operando
2024-12-18 05:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1061,22,14.851,Operando
2024-12-18 05:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,860,41,13.459,Operando
2024-12-18 06:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1134,32,15.027,Operando
2024-12-18 06:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1044,32,16.06,Operando
2024-12-18 07:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1175,29,15.888,Operando
2024-12-18 07:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,896,38,13.717,Operando
2024-12-18 08:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1218,3,16.843,Operando
2024-12-18 08:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,913,36,14.545,Operando
2024-12-18 09:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1230,36,17.106,Operando
2024-12-18 09:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,961,38,14.77,Operando
2024-12-18 10:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1155,10,16.144,Operando
2024-12-18 10:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,952,34,15.125,Operando
2024-12-18 11:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1182,27,15.71,Operando
2024-12-18 11:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1017,32,15.898,Operando
2024-12-18 12:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1234,36,16.325,Operando
2024-12-18 12:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,914,38,14.407,Operando
2024-12-18 13:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1186,14,16.136,Operando
2024-12-18 13:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,941,46,14.732,Operando
2024-12-18 14:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1139,29,15.655,Operando
2024-12-18 14:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,948,21,14.479,Operando
2024-12-18 15:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1134,7,15.177,Operando
2024-12-18 15:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1010,39,15.587,Operando
2024-12-18 16:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1171,23,15.506,Operando
2024-12-18 16:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,996,26,15.224,Operando
2024-12-18 17:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1204,3,16.277,Operando
2024-12-18 17:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1011,46,15.347,Operando
2024-12-18 18:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1215,8,16.537,Operando
2024-12-18 18:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1033,49,15.837,Operando
2024-12-18 19:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1240,21,17.461,Operando
2024-12-18 19:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,0,0,3.204,Parada/Manutencao
2024-12-18 20:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1238,23,16.528,Operando
2024-12-18 20:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1029,33,15.888,Operando
2024-12-18 21:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1152,4,15.629,Operando
2024-12-18 21:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,908,32,13.945,Operando
2024-12-18 22:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1019,16,14.798,Operando
2024-12-18 22:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,833,34,13.205,Operando
2024-12-18 23:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1073,12,15.187,Operando
2024-12-18 23:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,839,24,13.619,Operando
2024-12-19 00:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1048,10,14.313,Operando
2024-12-19 00:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,821,32,13.2,Operando
2024-12-19 01:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1058,17,15.122,Operando
2024-12-19 01:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,814,17,13.41,Operando
2024-12-19 02:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1050,26,14.997,Operando
2024-12-19 02:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,885,43,14.385,Operando
2024-12-19 03:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1101,4,14.942,Operando
2024-12-19 03:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,950,25,15.271,Operando
2024-12-19 04:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1050,15,15.056,Operando
2024-12-19 04:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,949,26,14.831,Operando
2024-12-19 05:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1077,18,14.631,Operando
2024-12-19 05:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,869,25,13.603,Operando
2024-12-19 06:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1157,15,15.933,Operando
2024-12-19 06:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,954,42,15.169,Operando
2024-12-19 07:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1193,31,16.79,Operando
2024-12-19 07:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,998,33,15.381,Operando
2024-12-19 08:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1208,10,16.444,Operando
2024-12-19 08:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,899,39,14.251,Operando
2024-12-19 09:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1220,11,17.341,Operando
2024-12-19 09:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1060,40,15.657,Operando
2024-12-19 10:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1203,11,16.35,Operando
2024-12-19 10:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,913,31,14.241,Operando
2024-12-19 11:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1197,6,16.902,Operando
2024-12-19 11:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1020,47,15.983,Operando
2024-12-19 12:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1159,15,15.503,Operando
2024-12-19 12:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,950,20,14.548,Operando
2024-12-19 13:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1183,28,15.792,Operando
2024-12-19 13:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,990,27,15.588,Operando
2024-12-19 14:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1229,25,16.629,Operando
2024-12-19 14:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1036,22,16.109,Operando
2024-12-19 15:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1174,19,16.496,Operando
2024-12-19 15:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,887,38,14.064,Operando
2024-12-19 16:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1207,18,16.302,Operando
2024-12-19 16:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,974,34,15.525,Operando
2024-12-19 17:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1233,19,16.848,Operando
2024-12-19 17:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,895,44,14.038,Operando
2024-12-19 18:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1227,11,16.523,Operando
2024-12-19 18:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,906,22,14.634,Operando
2024-12-19 19:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1164,18,16.503,Operando
2024-12-19 19:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,931,19,14.454,Operando
2024-12-19 20:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1134,3,16.217,Operando
2024-12-19 20:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,964,39,15.327,Operando
2024-12-19 21:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1126,24,15.691,Operando
2024-12-19 21:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,940,27,14.315,Operando
2024-12-19 22:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1114,13,15.875,Operando
2024-12-19 22:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,886,29,13.603,Operando
2024-12-19 23:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1112,21,15.072,Operando
