timestamp,maquina_id,turno,pecas_produzidas,pecas_refugadas,consumo_kwh,status
2025-01-19 05:21:43.025417,2,Noite,0,0,2.984,Parada/Manutencao
2025-01-19 06:21:43.025417,1,Manhã,0,0,1.709,Parada/Manutencao
2025-01-19 06:21:43.025417,2,Manhã,0,0,2.979,Parada/Manutencao
2025-01-19 07:21:43.025417,1,Manhã,0,0,1.818,Parada/Manutencao
2025-01-19 07:21:43.025417,2,Manhã,0,0,3.211,Parada/Manutencao
2025-01-19 08:21:43.025417,1,Manhã,0,0,1.872,Parada/Manutencao
2025-01-19 08:21:43.025417,2,Manhã,0,0,3.142,Parada/Manutencao
2025-01-19 09:21:43.025417,1,Manhã,0,0,1.797,Parada/Manutencao
2025-01-19 09:21:43.025417,2,Manhã,0,0,3.38,Parada/Manutencao
2025-01-19 10:21:43.025417,1,Manhã,0,0,1.867,Parada/Manutencao
2025-01-19 10:21:43.025417,2,Manhã,0,0,3.49,Parada/Manutencao
2025-01-19 11:21:43.025417,1,Manhã,0,0,1.703,Parada/Manutencao
2025-01-19 11:21:43.025417,2,Manhã,0,0,3.186,Parada/Manutencao
2025-01-19 12:21:43.025417,1,Manhã,0,0,1.78,Parada/Manutencao
2025-01-19 12:21:43.025417,2,Manhã,0,0,3.399,Parada/Manutencao
2025-01-19 13:21:43.025417,1,Manhã,0,0,1.77,Parada/Manutencao
2025-01-19 13:21:43.025417,2,Manhã,0,0,3.401,Parada/Manutencao
2025-01-19 14:21:43.025417,1,Tarde,0,0,1.905,Parada/Manutencao
2025-01-19 14:21:43.025417,2,Tarde,0,0,2.898,Parada/Manutencao
2025-01-19 15:21:43.025417,1,Tarde,0,0,1.636,Parada/Manutencao
2025-01-19 15:21:43.025417,2,Tarde,0,0,2.808,Parada/Manutencao
2025-01-19 16:21:43.025417,1,Tarde,0,0,1.623,Parada/Manutencao
2025-01-19 16:21:43.025417,2,Tarde,0,0,3.033,Parada/Manutencao
2025-01-19 17:21:43.025417,1,Tarde,0,0,1.663,Parada/Manutencao
2025-01-19 17:21:43.025417,2,Tarde,0,0,3.28,Parada/Manutencao
2025-01-19 18:21:43.025417,1,Tarde,0,0,1.959,Parada/Manutencao
2025-01-19 18:21:43.025417,2,Tarde,0,0,2.941,Parada/Manutencao
2025-01-19 19:21:43.025417,1,Tarde,0,0,1.933,Parada/Manutencao
2025-01-19 19:21:43.025417,2,Tarde,0,0,3.15,Parada/Manutencao
2025-01-19 20:21:43.025417,1,Tarde,0,0,1.921,Parada/Manutencao
2025-01-19 20:21:43.025417,2,Tarde,0,0,3.288,Parada/Manutencao
2025-01-19 21:21:43.025417,1,Tarde,0,0,1.922,Parada/Manutencao
2025-01-19 21:21:43.025417,2,Tarde,0,0,3.136,Parada/Manutencao
2025-01-19 22:21:43.025417,1,Noite,0,0,1.749,Parada/Manutencao
2025-01-19 22:21:43.025417,2,Noite,0,0,3.446,Parada/Manutencao
2025-01-19 23:21:43.025417,1,Noite,0,0,1.841,Parada/Manutencao
2025-01-19 23:21:43.025417,2,Noite,0,0,2.922,Parada/Manutencao
2025-01-20 00:21:43.025417,1,Noite,1084,26,15.225,Operando
2025-01-20 00:21:43.025417,2,Noite,951,26,14.396,Operando
2025-01-20 01:21:43.025417,1,Noite,1084,10,14.76,Operando
2025-01-20 01:21:43.025417,2,Noite,852,28,13.983,Operando
2025-01-20 02:21:43.025417,1,Noite,1079,22,15.255,Operando
2025-01-20 02:21:43.025417,2,Noite,903,35,14.478,Operando
2025-01-20 03:21:43.025417,1,Noite,1105,21,15.252,Operando
2025-01-20 03:21:43.025417,2,Noite,860,23,13.566,Operando
2025-01-20 04:21:43.025417,1,Noite,1050,30,14.657,Operando
2025-01-20 04:21:43.025417,2,Noite,814,38,13.06,Operando
2025-01-20 05:21:43.025417,1,Noite,1040,27,14.447,Operando
2025-01-20 05:21:43.025417,2,Noite,928,42,14.607,Operando
2025-01-20 06:21:43.025417,1,Manhã,1146,19,16.225,Operando
2025-01-20 06:21:43.025417,2,Manhã,981,40,15.462,Operando
2025-01-20 07:21:43.025417,1,Manhã,1214,23,16.306,Operando
2025-01-20 07:21:43.025417,2,Manhã,1000,45,15.007,Operando
2025-01-20 08:21:43.025417,1,Manhã,1209,18,16.307,Operando
2025-01-20 08:21:43.025417,2,Manhã,967,23,15.561,Operando
2025-01-20 09:21:43.025417,1,Manhã,1236,17,16.649,Operando
2025-01-20 09:21:43.025417,2,Manhã,965,48,15.121,Operando
2025-01-20 10:21:43.025417,1,Manhã,1209,31,15.785,Operando
2025-01-20 10:21:43.025417,2,Manhã,1015,39,15.404,Operando
2025-01-20 11:21:43.025417,1,Manhã,1128,14,15.157,Operando
2025-01-20 11:21:43.025417,2,Manhã,928,24,15.107,Operando
2025-01-20 12:21:43.025417,1,Manhã,1125,10,15.124,Operando
2025-01-20 12:21:43.025417,2,Manhã,1048,46,15.459,Operando
2025-01-20 13:21:43.025417,1,Manhã,1128,3,15.387,Operando
2025-01-20 13:21:43.025417,2,Manhã,891,27,14.39,Operando
2025-01-20 14:21:43.025417,1,Tarde,0,0,1.818,Parada/Manutencao
2025-01-20 14:21:43.025417,2,Tarde,999,33,15.478,Operando
2025-01-20 15:21:43.025417,1,Tarde,1184,10,15.653,Operando
2025-01-20 15:21:43.025417,2,Tarde,979,21,15.374,Operando
2025-01-20 16:21:43.025417,1,Tarde,1176,15,16.077,Operando
2025-01-20 16:21:43.025417,2,Tarde,1030,35,15.783,Operando
2025-01-20 17:21:43.025417,1,Tarde,1234,11,16.628,Operando
2025-01-20 17:21:43.025417,2,Tarde,0,0,2.951,Parada/Manutencao
2025-01-20 18:21:43.025417,1,Tarde,1240,21,16.901,Operando
2025-01-20 18:21:43.025417,2,Tarde,1012,31,15.61,Operando
2025-01-20 19:21:43.025417,1,Tarde,1142,24,15.155,Operando
2025-01-20 19:21:43.025417,2,Tarde,934,31,14.317,Operando
2025-01-20 20:21:43.025417,1,Tarde,1207,28,16.933,Operando
2025-01-20 20:21:43.025417,2,Tarde,896,31,13.891,Operando
2025-01-20 21:21:43.025417,1,Tarde,1231,35,16.608,Operando
2025-01-20 21:21:43.025417,2,Tarde,1004,22,15.398,Operando
2025-01-20 22:21:43.025417,1,Noite,1099,18,14.958,Operando
2025-01-20 22:21:43.025417,2,Noite,825,31,13.706,Operando
2025-01-20 23:21:43.025417,1,Noite,1060,29,14.92,Operando
2025-01-20 23:21:43.025417,2,Noite,810,28,12.955,Operando
2025-01-21 00:21:43.025417,1,Noite,1057,31,14.94,Operando
2025-01-21 00:21:43.025417,2,Noite,837,24,13.463,Operando
2025-01-21 01:21:43.025417,1,Noite,1098,18,14.648,Operando
2025-01-21 01:21:43.025417,2,Noite,954,46,15.05,Operando
2025-01-21 02:21:43.025417,1,Noite,1016,17,13.664,Operando
2025-01-21 02:21:43.025417,2,Noite,947,35,14.78,Operando
2025-01-21 03:21:43.025417,1,Noite,1018,16,13.823,Operando
2025-01-21 03:21:43.025417,2,Noite,902,43,14.844,Operando
2025-01-21 04:21:43.025417,1,Noite,1021,11,13.979,Operando
2025-01-21 04:21:43.025417,2,Noite,843,34,14.076,Operando
2025-01-21 05:21:43.025417,1,Noite,1070,11,15.144,Operando
2025-01-21 05:21:43.025417,2,Noite,819,36,13.489,Operando
2025-01-21 06:21:43.025417,1,Manhã,1136,17,16.267,Operando
2025-01-21 06:21:43.025417,2,Manhã,1030,30,16.416,Operando
2025-01-21 07:21:43.025417,1,Manhã,1172,12,16.608,Operando
2025-01-21 07:21:43.025417,2,Manhã,960,32,14.877,Operando
2025-01-21 08:21:43.025417,1,Manhã,1180,7,15.903,Operando
2025-01-21 08:21:43.025417,2,Manhã,1049,34,15.787,Operando
2025-01-21 09:21:43.025417,1,Manhã,1149,17,15.821,Operando
2025-01-21 09:21:43.025417,2,Manhã,1033,51,15.841,Operando
2025-01-21 10:21:43.025417,1,Manhã,1135,25,16.105,Operando
2025-01-21 10:21:43.025417,2,Manhã,0,0,3.439,Parada/Manutencao
2025-01-21 11:21:43.025417,1,Manhã,1180,33,15.537,Operando
2025-01-21 11:21:43.025417,2,Manhã,938,39,14.284,Operando
2025-01-21 12:21:43.025417,1,Manhã,1173,26,16.658,Operando
2025-01-21 12:21:43.025417,2,Manhã,1036,24,16.182,Operando
2025-01-21 13:21:43.025417,1,Manhã,1235,25,17.263,Operando
2025-01-21 13:21:43.025417,2,Manhã,986,24,14.804,Operando
2025-01-21 14:21:43.025417,1,Tarde,1186,20,15.623,Operando
2025-01-21 14:21:43.025417,2,Tarde,949,26,14.743,Operando
2025-01-21 15:21:43.025417,1,Tarde,1185,14,16.749,Operando
2025-01-21 15:21:43.025417,2,Tarde,901,24,14.13,Operando
2025-01-21 16:21:43.025417,1,Tarde,1158,31,16.084,Operando
2025-01-21 16:21:43.025417,2,Tarde,928,28,14.446,Operando
2025-01-21 17:21:43.025417,1,Tarde,1173,4,16.005,Operando
2025-01-21 17:21:43.025417,2,Tarde,940,44,14.313,Operando
2025-01-21 18:21:43.025417,1,Tarde,1191,12,16.483,Operando
2025-01-21 18:21:43.025417,2,Tarde,922,27,14.802,Operando
2025-01-21 19:21:43.025417,1,Tarde,1200,24,16.381,Operando
2025-01-21 19:21:43.025417,2,Tarde,1032,44,16.087,Operando
2025-01-21 20:21:43.025417,1,Tarde,1218,34,17.109,Operando
2025-01-21 20:21:43.025417,2,Tarde,919,34,14.886,Operando
2025-01-21 21:21:43.025417,1,Tarde,1168,16,15.784,Operando
2025-01-21 21:21:43.025417,2,Tarde,986,22,14.867,Operando
2025-01-21 22:21:43.025417,1,Noite,1070,20,14.614,Operando
2025-01-21 22:21:43.025417,2,Noite,811,21,13.241,Operando
2025-01-21 23:21:43.025417,1,Noite,1101,13,15.405,Operando
2025-01-21 23:21:43.025417,2,Noite,826,39,13.882,Operando
2025-01-22 00:21:43.025417,1,Noite,1053,9,15.058,Operando
2025-01-22 00:21:43.025417,2,Noite,812,39,13.617,Operando
2025-01-22 01:21:43.025417,1,Noite,1040,22,14.434,Operando
2025-01-22 01:21:43.025417,2,Noite,876,25,14.315,Operando
2025-01-22 02:21:43.025417,1,Noite,1084,7,15.041,Operando
2025-01-22 02:21:43.025417,2,Noite,938,40,14.865,Operando
2025-01-22 03:21:43.025417,1,Noite,1048,30,14.708,Operando
2025-01-22 03:21:43.025417,2,Noite,854,42,14.134,Operando
2025-01-22 04:21:43.025417,1,Noite,1105,16,14.61,Operando
2025-01-22 04:21:43.025417,2,Noite,831,21,13.91,Operando
2025-01-22 05:21:43.025417,1,Noite,1058,18,14.514,Operando
2025-01-22 05:21:43.025417,2,Noite,930,29,14.692,Operando
2025-01-22 06:21:43.025417,1,Manhã,1240,6,16.148,Operando
2025-01-22 06:21:43.025417,2,Manhã,979,21,15.321,Operando
2025-01-22 07:21:43.025417,1,Manhã,1212,28,16.947,Operando
2025-01-22 07:21:43.025417,2,Manhã,957,25,14.56,Operando
2025-01-22 08:21:43.025417,1,Manhã,1146,28,16.421,Operando
2025-01-22 08:21:43.025417,2,Manhã,957,25,15.217,Operando
2025-01-22 09:21:43.025417,1,Manhã,1225,17,17.269,Operando
2025-01-22 09:21:43.025417,2,Manhã,1043,47,15.917,Operando
2025-01-22 10:21:43.025417,1,Manhã,1154,13,15.3,Operando
2025-01-22 10:21:43.025417,2,Manhã,973,20,14.649,Operando
2025-01-22 11:21:43.025417,1,Manhã,1199,6,16.116,Operando
2025-01-22 11:21:43.025417,2,Manhã,941,27,14.623,Operando
2025-01-22 12:21:43.025417,1,Manhã,1181,5,16.36,Operando
2025-01-22 12:21:43.025417,2,Manhã,1003,38,15.283,Operando
2025-01-22 13:21:43.025417,1,Manhã,1239,27,17.507,Operando
2025-01-22 13:21:43.025417,2,Manhã,1052,21,16.437,Operando
2025-01-22 14:21:43.025417,1,Tarde,1185,13,16.757,Operando
2025-01-22 14:21:43.025417,2,Tarde,952,34,14.545,Operando
2025-01-22 15:21:43.025417,1,Tarde,1225,5,16.147,Operando
2025-01-22 15:21:43.025417,2,Tarde,963,40,14.958,Operando
2025-01-22 16:21:43.025417,1,Tarde,1134,5,15.205,Operando
2025-01-22 16:21:43.025417,2,Tarde,1017,34,16.101,Operando
2025-01-22 17:21:43.025417,1,Tarde,1136,20,16.295,Operando
2025-01-22 17:21:43.025417,2,Tarde,987,45,15.335,Operando
2025-01-22 18:21:43.025417,1,Tarde,1209,22,16.947,Operando
2025-01-22 18:21:43.025417,2,Tarde,0,0,2.917,Parada/Manutencao
2025-01-22 19:21:43.025417,1,Tarde,1125,22,15.276,Operando
2025-01-22 19:21:43.025417,2,Tarde,1059,42,16.484,Operando
2025-01-22 20:21:43.025417,1,Tarde,1134,23,16.112,Operando
2025-01-22 20:21:43.025417,2,Tarde,990,48,15.802,Operando
2025-01-22 21:21:43.025417,1,Tarde,1196,6,16.124,Operando
2025-01-22 21:21:43.025417,2,Tarde,978,23,15.097,Operando
2025-01-22 22:21:43.025417,1,Noite,1054,4,14.215,Operando
2025-01-22 22:21:43.025417,2,Noite,831,18,13.86,Operando
2025-01-22 23:21:43.025417,1,Noite,1017,13,13.965,Operando
2025-01-22 23:21:43.025417,2,Noite,803,37,12.91,Operando
2025-01-23 00:21:43.025417,1,Noite,1089,21,14.471,Operando
2025-01-23 00:21:43.025417,2,Noite,857,29,13.73,Operando
2025-01-23 01:21:43.025417,1,Noite,1054,7,14.37,Operando
2025-01-23 01:21:43.025417,2,Noite,949,31,14.64,Operando
2025-01-23 02:21:43.025417,1,Noite,1114,13,14.887,Operando
2025-01-23 02:21:43.025417,2,Noite,819,19,12.977,Operando
2025-01-23 03:21:43.025417,1,Noite,1048,30,14.294,Operando
2025-01-23 03:21:43.025417,2,Noite,811,17,12.886,Operando
2025-01-23 04:21:43.025417,1,Noite,1015,11,13.94,Operando
2025-01-23 04:21:43.025417,2,Noite,865,39,13.705,Operando
2025-01-23 05:21:43.025417,1,Noite,1029,20,13.942,Operando
2025-01-23 05:21:43.025417,2,Noite,953,41,15.507,Operando
2025-01-23 06:21:43.025417,1,Manhã,1161,26,16.32,Operando
2025-01-23 06:21:43.025417,2,Manhã,1012,40,15.212,Operando
2025-01-23 07:21:43.025417,1,Manhã,1206,31,16.786,Operando
2025-01-23 07:21:43.025417,2,Manhã,981,46,14.694,Operando
2025-01-23 08:21:43.025417,1,Manhã,1172,4,15.423,Operando
2025-01-23 08:21:43.025417,2,Manhã,915,21,13.948,Operando
2025-01-23 09:21:43.025417,1,Manhã,1204,10,16.591,Operando
2025-01-23 09:21:43.025417,2,Manhã,890,40,13.945,Operando
2025-01-23 10:21:43.025417,1,Manhã,1153,19,16.131,Operando
2025-01-23 10:21:43.025417,2,Manhã,960,42,14.929,Operando
2025-01-23 11:21:43.025417,1,Manhã,1139,5,15.09,Operando
2025-01-23 11:21:43.025417,2,Manhã,0,0,2.993,Parada/Manutencao
2025-01-23 12:21:43.025417,1,Manhã,1126,12,15.776,Operando
2025-01-23 12:21:43.025417,2,Manhã,1015,24,16.194,Operando
2025-01-23 13:21:43.025417,1,Manhã,1166,32,15.716,Operando
2025-01-23 13:21:43.025417,2,Manhã,907,42,14.032,Operando
2025-01-23 14:21:43.025417,1,Tarde,1205,24,16.223,Operando
2025-01-23 14:21:43.025417,2,Tarde,934,43,15.258,Operando
2025-01-23 15:21:43.025417,1,Tarde,1193,5,15.881,Operando
2025-01-23 15:21:43.025417,2,Tarde,1058,51,15.819,Operando
2025-01-23 16:21:43.025417,1,Tarde,1158,9,16.263,Operando
2025-01-23 16:21:43.025417,2,Tarde,1028,36,15.341,Operando
2025-01-23 17:21:43.025417,1,Tarde,1223,35,15.955,Operando
2025-01-23 17:21:43.025417,2,Tarde,1056,32,16.029,Operando
2025-01-23 18:21:43.025417,1,Tarde,1193,12,15.61,Operando
2025-01-23 18:21:43.025417,2,Tarde,1011,44,16.076,Operando
2025-01-23 19:21:43.025417,1,Tarde,1231,20,16.844,Operando
2025-01-23 19:21:43.025417,2,Tarde,981,46,15.687,Operando
2025-01-23 20:21:43.025417,1,Tarde,1186,25,15.908,Operando
2025-01-23 20:21:43.025417,2,Tarde,912,41,14.036,Operando
2025-01-23 21:21:43.025417,1,Tarde,1212,12,16.241,Operando
2025-01-23 21:21:43.025417,2,Tarde,995,22,15.282,Operando
2025-01-23 22:21:43.025417,1,Noite,1108,11,15.274,Operando
2025-01-23 22:21:43.025417,2,Noite,872,19,14.304,Operando
2025-01-23 23:21:43.025417,1,Noite,1037,15,14.689,Operando
2025-01-23 23:21:43.025417,2,Noite,915,41,14.319,Operando
2025-01-24 00:21:43.025417,1,Noite,1091,30,15.734,Operando
2025-01-24 00:21:43.025417,2,Noite,828,28,13.015,Operando
2025-01-24 01:21:43.025417,1,Noite,1077,7,15.258,Operando
2025-01-24 01:21:43.025417,2,Noite,858,27,14.047,Operando
2025-01-24 02:21:43.025417,1,Noite,1083,11,14.659,Operando
2025-01-24 02:21:43.025417,2,Noite,926,27,14.232,Operando
2025-01-24 03:21:43.025417,1,Noite,1069,11,14.966,Operando
2025-01-24 03:21:43.025417,2,Noite,956,21,14.516,Operando
2025-01-24 04:21:43.025417,1,Noite,1101,31,14.602,Operando
2025-01-24 04:21:43.025417,2,Noite,949,47,15.26,Operando
2025-01-24 05:21:43.025417,1,Noite,1076,12,14.73,Operando
2025-01-24 05:21:43.025417,2,Noite,874,38,13.62,Operando
2025-01-24 06:21:43.025417,1,Manhã,1181,24,15.505,Operando
2025-01-24 06:21:43.025417,2,Manhã,977,22,15.731,Operando
2025-01-24 07:21:43.025417,1,Manhã,1199,10,15.869,Operando
2025-01-24 07:21:43.025417,2,Manhã,1057,42,16.399,Operando
2025-01-24 08:21:43.025417,1,Manhã,1219,8,15.949,Operando
2025-01-24 08:21:43.025417,2,Manhã,903,40,14.568,Operando
2025-01-24 09:21:43.025417,1,Manhã,1169,3,16.492,Operando
2025-01-24 09:21:43.025417,2,Manhã,1038,30,15.78,Operando
2025-01-24 10:21:43.025417,1,Manhã,1216,14,16.97,Operando
2025-01-24 10:21:43.025417,2,Manhã,960,26,14.474,Operando
2025-01-24 11:21:43.025417,1,Manhã,1124,10,15.439,Operando
2025-01-24 11:21:43.025417,2,Manhã,908,35,14.472,Operando
2025-01-24 12:21:43.025417,1,Manhã,1232,8,16.726,Operando
2025-01-24 12:21:43.025417,2,Manhã,887,19,14.537,Operando
2025-01-24 13:21:43.025417,1,Manhã,1140,6,15.431,Operando
2025-01-24 13:21:43.025417,2,Manhã,894,43,14.475,Operando
2025-01-24 14:21:43.025417,1,Tarde,1208,26,17.021,Operando
2025-01-24 14:21:43.025417,2,Tarde,920,26,14.15,Operando
2025-01-24 15:21:43.025417,1,Tarde,1219,4,16.027,Operando
2025-01-24 15:21:43.025417,2,Tarde,1059,35,16.158,Operando
2025-01-24 16:21:43.025417,1,Tarde,1177,33,16.762,Operando
2025-01-24 16:21:43.025417,2,Tarde,972,21,14.656,Operando
2025-01-24 17:21:43.025417,1,Tarde,1164,29,16.238,Operando
2025-01-24 17:21:43.025417,2,Tarde,959,26,14.616,Operando
2025-01-24 18:21:43.025417,1,Tarde,1168,20,16.294,Operando
2025-01-24 18:21:43.025417,2,Tarde,983,41,14.865,Operando
2025-01-24 19:21:43.025417,1,Tarde,1235,15,17.552,Operando
2025-01-24 19:21:43.025417,2,Tarde,926,27,14.556,Operando
2025-01-24 20:21:43.025417,1,Tarde,1127,11,14.885,Operando
2025-01-24 20:21:43.025417,2,Tarde,1008,20,15.588,Operando
2025-01-24 21:21:43.025417,1,Tarde,1163,32,16.01,Operando
2025-01-24 21:21:43.025417,2,Tarde,946,40,14.535,Operando
2025-01-24 22:21:43.025417,1,Noite,1034,27,14.944,Operando
2025-01-24 22:21:43.025417,2,Noite,840,30,14.035,Operando
2025-01-24 23:21:43.025417,1,Noite,1085,3,14.656,Operando
2025-01-24 23:21:43.025417,2,Noite,956,38,14.979,Operando
2025-01-25 00:21:43.025417,1,Noite,1056,30,14.276,Operando
2025-01-25 00:21:43.025417,2,Noite,933,34,14.257,Operando
2025-01-25 01:21:43.025417,1,Noite,1075,20,14.531,Operando
2025-01-25 01:21:43.025417,2,Noite,809,31,12.737,Operando
2025-01-25 02:21:43.025417,1,Noite,1029,17,14.385,Operando
2025-01-25 02:21:43.025417,2,Noite,942,30,14.333,Operando
2025-01-25 03:21:43.025417,1,Noite,1013,20,14.002,Operando
2025-01-25 03:21:43.025417,2,Noite,948,45,15.15,Operando
2025-01-25 04:21:43.025417,1,Noite,1035,21,14.762,Operando
2025-01-25 04:21:43.025417,2,Noite,808,24,13.276,Operando
2025-01-25 05:21:43.025417,1,Noite,1032,9,14.144,Operando
2025-01-25 05:21:43.025417,2,Noite,854,32,13.579,Operando
2025-01-25 06:21:43.025417,1,Manhã,1200,12,16.743,Operando
2025-01-25 06:21:43.025417,2,Manhã,920,33,14.32,Operando
2025-01-25 07:21:43.025417,1,Manhã,1147,19,15.386,Operando
2025-01-25 07:21:43.025417,2,Manhã,1055,52,16.562,Operando
2025-01-25 08:21:43.025417,1,Manhã,1158,15,15.445,Operando
2025-01-25 08:21:43.025417,2,Manhã,1045,21,15.873,Operando
2025-01-25 09:21:43.025417,1,Manhã,1231,33,17.343,Operando
2025-01-25 09:21:43.025417,2,Manhã,1020,33,15.776,Operando
2025-01-25 10:21:43.025417,1,Manhã,1161,24,16.389,Operando
2025-01-25 10:21:43.025417,2,Manhã,1014,24,15.258,Operando
2025-01-25 11:21:43.025417,1,Manhã,1184,21,16.887,Operando
2025-01-25 11:21:43.025417,2,Manhã,1043,29,16.13,Operando
2025-01-25 12:21:43.025417,1,Manhã,1239,14,17.128,Operando
2025-01-25 12:21:43.025417,2,Manhã,913,25,14.362,Operando
2025-01-25 13:21:43.025417,1,Manhã,1214,18,17.255,Operando
2025-01-25 13:21:43.025417,2,Manhã,1063,27,15.857,Operando
2025-01-25 14:21:43.025417,1,Tarde,1128,24,15.259,Operando
2025-01-25 14:21:43.025417,2,Tarde,958,25,15.244,Operando
2025-01-25 15:21:43.025417,1,Tarde,1191,15,15.673,Operando
2025-01-25 15:21:43.025417,2,Tarde,1011,29,15.666,Operando
2025-01-25 16:21:43.025417,1,Tarde,1193,14,16.842,Operando
2025-01-25 16:21:43.025417,2,Tarde,935,27,14.594,Operando
2025-01-25 17:21:43.025417,1,Tarde,1158,23,15.947,Operando
2025-01-25 17:21:43.025417,2,Tarde,887,43,13.746,Operando
2025-01-25 18:21:43.025417,1,Tarde,1189,3,16.553,Operando
2025-01-25 18:21:43.025417,2,Tarde,928,44,14.355,Operando
2025-01-25 19:21:43.025417,1,Tarde,1182,30,16.742,Operando
2025-01-25 19:21:43.025417,2,Tarde,1006,44,16.006,Operando
2025-01-25 20:21:43.025417,1,Tarde,1229,4,16.717,Operando
2025-01-25 20:21:43.025417,2,Tarde,959,24,14.575,Operando
2025-01-25 21:21:43.025417,1,Tarde,1145,16,15.311,Operando
2025-01-25 21:21:43.025417,2,Tarde,1030,23,15.389,Operando
2025-01-25 22:21:43.025417,1,Noite,1091,13,14.615,Operando
2025-01-25 22:21:43.025417,2,Noite,950,32,14.334,Operando
2025-01-25 23:21:43.025417,1,Noite,1112,28,14.989,Operando
2025-01-25 23:21:43.025417,2,Noite,887,29,13.903,Operando
2025-01-26 00:21:43.025417,1,Noite,0,0,1.986,Parada/Manutencao
2025-01-26 00:21:43.025417,2,Noite,0,0,3.046,Parada/Manutencao
2025-01-26 01:21:43.025417,1,Noite,0,0,1.717,Parada/Manutencao
2025-01-26 01:21:43.025417,2,Noite,0,0,3.391,Parada/Manutencao
2025-01-26 02:21:43.025417,1,Noite,0,0,1.618,Parada/Manutencao
2025-01-26 02:21:43.025417,2,Noite,0,0,3.249,Parada/Manutencao
2025-01-26 03:21:43.025417,1,Noite,0,0,1.732,Parada/Manutencao
2025-01-26 03:21:43.025417,2,Noite,0,0,2.981,Parada/Manutencao
2025-01-26 04:21:43.025417,1,Noite,0,0,1.675,Parada/Manutencao
2025-01-26 04:21:43.025417,2,Noite,0,0,3.328,Parada/Manutencao
2025-01-26 05:21:43.025417,1,Noite,0,0,1.979,Parada/Manutencao
2025-01-26 05:21:43.025417,2,Noite,0,0,3.05,Parada/Manutencao
2025-01-26 06:21:43.025417,1,Manhã,0,0,1.709,Parada/Manutencao
2025-01-26 06:21:43.025417,2,Manhã,0,0,2.945,Parada/Manutencao
2025-01-26 07:21:43.025417,1,Manhã,0,0,1.846,Parada/Manutencao
2025-01-26 07:21:43.025417,2,Manhã,0,0,3.201,Parada/Manutencao
2025-01-26 08:21:43.025417,1,Manhã,0,0,1.938,Parada/Manutencao
2025-01-26 08:21:43.025417,2,Manhã,0,0,3.139,Parada/Manutencao
2025-01-26 09:21:43.025417,1,Manhã,0,0,1.629,Parada/Manutencao
2025-01-26 09:21:43.025417,2,Manhã,0,0,3.253,Parada/Manutencao
2025-01-26 10:21:43.025417,1,Manhã,0,0,1.723,Parada/Manutencao
2025-01-26 10:21:43.025417,2,Manhã,0,0,3.402,Parada/Manutencao
2025-01-26 11:21:43.025417,1,Manhã,0,0,1.882,Parada/Manutencao
2025-01-26 11:21:43.025417,2,Manhã,0,0,3.382,Parada/Manutencao
2025-01-26 12:21:43.025417,1,Manhã,0,0,1.632,Parada/Manutencao
2025-01-26 12:21:43.025417,2,Manhã,0,0,3.365,Parada/Manutencao
2025-01-26 13:21:43.025417,1,Manhã,0,0,1.846,Parada/Manutencao
2025-01-26 13:21:43.025417,2,Manhã,0,0,2.876,Parada/Manutencao
2025-01-26 14:21:43.025417,1,Tarde,0,0,1.785,Parada/Manutencao
2025-01-26 14:21:43.025417,2,Tarde,0,0,2.942,Parada/Manutencao
2025-01-26 15:21:43.025417,1,Tarde,0,0,1.652,Parada/Manutencao
2025-01-26 15:21:43.025417,2,Tarde,0,0,3.057,Parada/Manutencao
2025-01-26 16:21:43.025417,1,Tarde,0,0,1.615,Parada/Manutencao
2025-01-26 16:21:43.025417,2,Tarde,0,0,2.952,Parada/Manutencao
2025-01-26 17:21:43.025417,1,Tarde,0,0,1.782,Parada/Manutencao
2025-01-26 17:21:43.025417,2,Tarde,0,0,3.157,Parada/Manutencao
2025-01-26 18:21:43.025417,1,Tarde,0,0,1.876,Parada/Manutencao
2025-01-26 18:21:43.025417,2,Tarde,0,0,3.403,Parada/Manutencao
2025-01-26 19:21:43.025417,1,Tarde,0,0,1.691,Parada/Manutencao
2025-01-26 19:21:43.025417,2,Tarde,0,0,3.5,Parada/Manutencao
2025-01-26 20:21:43.025417,1,Tarde,0,0,1.654,Parada/Manutencao
2025-01-26 20:21:43.025417,2,Tarde,0,0,3.209,Parada/Manutencao
2025-01-26 21:21:43.025417,1,Tarde,0,0,1.703,Parada/Manutencao
2025-01-26 21:21:43.025417,2,Tarde,0,0,2.866,Parada/Manutencao
2025-01-26 22:21:43.025417,1,Noite,0,0,1.869,Parada/Manutencao
2025-01-26 22:21:43.025417,2,Noite,0,0,3.499,Parada/Manutencao
2025-01-26 23:21:43.025417,1,Noite,0,0,1.9,Parada/Manutencao
2025-01-26 23:21:43.025417,2,Noite,0,0,3.132,Parada/Manutencao
2025-01-27 00:21:43.025417,1,Noite,1099,7,15.295,Operando
2025-01-27 00:21:43.025417,2,Noite,905,28,14.175,Operando
2025-01-27 01:21:43.025417,1,Noite,1035,27,13.87,Operando
2025-01-27 01:21:43.025417,2,Noite,898,22,14.806,Operando
2025-01-27 02:21:43.025417,1,Noite,1045,6,14.415,Operando
2025-01-27 02:21:43.025417,2,Noite,874,28,13.77,Operando
2025-01-27 03:21:43.025417,1,Noite,1077,13,14.801,Operando
2025-01-27 03:21:43.025417,2,Noite,916,32,14.413,Operando
